series,estimated_min,step,probe_loss,mean_step_s
vLLM lora_only nu100,25.342811,9430,0.299621,0.161248
vLLM lora_only nu100,25.369685,9440,0.34261,0.161248
vLLM lora_only nu100,25.396560,9450,0.307437,0.161248
vLLM lora_only nu100,25.423435,9460,0.265833,0.161248
vLLM lora_only nu100,25.450309,9470,0.259624,0.161248
vLLM lora_only nu100,25.477184,9480,0.218461,0.161248
vLLM lora_only nu100,25.504059,9490,0.29444,0.161248
vLLM lora_only nu100,25.530933,9500,0.313073,0.161248
vLLM lora_only nu100,25.557808,9510,0.368552,0.161248
vLLM lora_only nu100,25.584683,9520,0.401351,0.161248
vLLM lora_only nu100,25.611557,9530,0.354253,0.161248
vLLM lora_only nu100,25.638432,9540,0.385872,0.161248
vLLM lora_only nu100,25.665307,9550,0.340898,0.161248
vLLM lora_only nu100,25.692181,9560,0.396961,0.161248
vLLM lora_only nu100,25.719056,9570,0.348651,0.161248
vLLM lora_only nu100,25.745931,9580,0.397282,0.161248
vLLM lora_only nu100,25.772805,9590,0.374337,0.161248
vLLM lora_only nu100,25.799680,9600,0.36248,0.161248
vLLM lora_only nu100,25.826555,9610,0.298166,0.161248
vLLM lora_only nu100,25.853429,9620,0.294756,0.161248
vLLM lora_only nu100,25.880304,9630,0.337239,0.161248
vLLM lora_only nu100,25.907179,9640,0.316142,0.161248
vLLM lora_only nu100,25.934053,9650,0.23523,0.161248
vLLM lora_only nu100,25.960928,9660,0.310792,0.161248
vLLM lora_only nu100,25.987803,9670,0.247545,0.161248
vLLM lora_only nu100,26.014677,9680,0.273053,0.161248
vLLM lora_only nu100,26.041552,9690,0.296133,0.161248
vLLM lora_only nu100,26.068427,9700,0.330794,0.161248
vLLM lora_only nu100,26.095301,9710,0.30039,0.161248
vLLM lora_only nu100,26.122176,9720,0.258361,0.161248
vLLM lora_only nu100,26.149051,9730,0.227769,0.161248
vLLM lora_only nu100,26.175925,9740,0.275777,0.161248
vLLM lora_only nu100,26.202800,9750,0.297222,0.161248
vLLM lora_only nu100,26.229675,9760,0.319826,0.161248
vLLM lora_only nu100,26.256549,9770,0.287593,0.161248
vLLM lora_only nu100,26.283424,9780,0.274863,0.161248
vLLM lora_only nu100,26.310299,9790,0.250006,0.161248
vLLM lora_only nu100,26.337173,9800,0.321925,0.161248
vLLM lora_only nu100,26.364048,9810,0.333639,0.161248
vLLM lora_only nu100,26.390923,9820,0.255481,0.161248
vLLM lora_only nu100,26.417797,9830,0.305102,0.161248
vLLM lora_only nu100,26.444672,9840,0.267616,0.161248
vLLM lora_only nu100,26.471547,9850,0.280563,0.161248
vLLM lora_only nu100,26.498421,9860,0.248614,0.161248
vLLM lora_only nu100,26.525296,9870,0.297936,0.161248
vLLM lora_only nu100,26.552171,9880,0.282411,0.161248
vLLM lora_only nu100,26.579045,9890,0.274796,0.161248
vLLM lora_only nu100,26.605920,9900,0.247647,0.161248
vLLM lora_only nu100,26.632795,9910,0.275841,0.161248
vLLM lora_only nu100,26.659669,9920,0.263919,0.161248
vLLM lora_only nu100,26.686544,9930,0.262497,0.161248
vLLM lora_only nu100,26.713419,9940,0.301588,0.161248
vLLM lora_only nu100,26.740293,9950,0.275226,0.161248
vLLM lora_only nu100,26.767168,9960,0.208975,0.161248
vLLM lora_only nu100,26.794043,9970,0.283393,0.161248
vLLM lora_only nu100,26.820917,9980,0.235114,0.161248
vLLM lora_only nu100,26.847792,9990,0.287241,0.161248
vLLM lora_only nu100,26.874667,10000,0.28682,0.161248
vLLM lora_only nu100,26.901541,10010,0.345317,0.161248
vLLM lora_only nu100,26.928416,10020,0.24846,0.161248
vLLM lora_only nu100,26.955291,10030,0.30455,0.161248
vLLM lora_only nu100,26.982165,10040,0.247617,0.161248
vLLM lora_only nu100,27.009040,10050,0.303327,0.161248
vLLM lora_only nu100,27.035915,10060,0.31768,0.161248
vLLM lora_only nu100,27.062789,10070,0.306407,0.161248
vLLM lora_only nu100,27.089664,10080,0.290128,0.161248
vLLM lora_only nu100,27.116539,10090,0.314411,0.161248
vLLM lora_only nu100,27.143413,10100,0.245882,0.161248
vLLM lora_only nu100,27.170288,10110,0.280397,0.161248
vLLM lora_only nu100,27.197163,10120,0.310515,0.161248
vLLM lora_only nu100,27.224037,10130,0.285788,0.161248
vLLM lora_only nu100,27.250912,10140,0.29135,0.161248
vLLM lora_only nu100,27.277787,10150,0.240352,0.161248
vLLM lora_only nu100,27.304661,10160,0.234994,0.161248
vLLM lora_only nu100,27.331536,10170,0.228639,0.161248
vLLM lora_only nu100,27.358411,10180,0.305673,0.161248
vLLM lora_only nu100,27.385285,10190,0.25687,0.161248
vLLM lora_only nu100,27.412160,10200,0.273809,0.161248
vLLM lora_only nu100,27.439035,10210,0.260814,0.161248
vLLM lora_only nu100,27.465909,10220,0.297157,0.161248
vLLM lora_only nu100,27.492784,10230,0.247023,0.161248
vLLM lora_only nu100,27.519659,10240,0.265801,0.161248
vLLM lora_only nu100,27.546533,10250,0.30386,0.161248
vLLM lora_only nu100,27.573408,10260,0.30665,0.161248
vLLM lora_only nu100,27.600283,10270,0.261829,0.161248
vLLM lora_only nu100,27.627157,10280,0.289218,0.161248
vLLM lora_only nu100,27.654032,10290,0.230056,0.161248
vLLM lora_only nu100,27.680907,10300,0.279812,0.161248
vLLM lora_only nu100,27.707781,10310,0.27882,0.161248
vLLM lora_only nu100,27.734656,10320,0.300341,0.161248
vLLM lora_only nu100,27.761531,10330,0.259748,0.161248
vLLM lora_only nu100,27.788405,10340,0.275389,0.161248
vLLM lora_only nu100,27.815280,10350,0.208788,0.161248
vLLM lora_only nu100,27.842155,10360,0.295455,0.161248
vLLM lora_only nu100,27.869029,10370,0.312503,0.161248
vLLM lora_only nu100,27.895904,10380,0.276964,0.161248
vLLM lora_only nu100,27.922779,10390,0.238605,0.161248
vLLM lora_only nu100,27.949653,10400,0.265249,0.161248
vLLM lora_only nu100,27.976528,10410,0.234671,0.161248
vLLM lora_only nu100,28.003403,10420,0.278105,0.161248
vLLM lora_only nu100,28.030277,10430,0.331778,0.161248
vLLM lora_only nu100,28.057152,10440,0.254558,0.161248
vLLM lora_only nu100,28.084027,10450,0.289071,0.161248
vLLM lora_only nu100,28.110901,10460,0.292899,0.161248
vLLM lora_only nu100,28.137776,10470,0.2954,0.161248
vLLM lora_only nu100,28.164651,10480,0.224996,0.161248
vLLM lora_only nu100,28.191525,10490,0.26741,0.161248
vLLM lora_only nu100,28.218400,10500,0.274696,0.161248
vLLM lora_only nu100,28.245275,10510,0.341145,0.161248
vLLM lora_only nu100,28.272149,10520,0.289836,0.161248
vLLM lora_only nu100,28.299024,10530,0.333176,0.161248
vLLM lora_only nu100,28.325899,10540,0.299163,0.161248
vLLM lora_only nu100,28.352773,10550,0.316159,0.161248
vLLM lora_only nu100,28.379648,10560,0.385739,0.161248
vLLM lora_only nu100,28.406523,10570,0.374047,0.161248
vLLM lora_only nu100,28.433397,10580,0.281204,0.161248
vLLM lora_only nu100,28.460272,10590,0.325405,0.161248
vLLM lora_only nu100,28.487147,10600,0.278148,0.161248
vLLM lora_only nu100,28.514021,10610,0.252071,0.161248
vLLM lora_only nu100,28.540896,10620,0.319364,0.161248
vLLM lora_only nu100,28.567771,10630,0.308164,0.161248
vLLM lora_only nu100,28.594645,10640,0.275113,0.161248
vLLM lora_only nu100,28.621520,10650,0.217177,0.161248
vLLM lora_only nu100,28.648395,10660,0.242069,0.161248
vLLM lora_only nu100,28.675269,10670,0.260176,0.161248
vLLM lora_only nu100,28.702144,10680,0.286193,0.161248
vLLM lora_only nu100,28.729019,10690,0.289764,0.161248
vLLM lora_only nu100,28.755893,10700,0.276543,0.161248
vLLM lora_only nu100,28.782768,10710,0.272082,0.161248
vLLM lora_only nu100,28.809643,10720,0.215996,0.161248
vLLM lora_only nu100,28.836517,10730,0.295413,0.161248
vLLM lora_only nu100,28.863392,10740,0.252068,0.161248
vLLM lora_only nu100,28.890267,10750,0.25113,0.161248
vLLM lora_only nu100,28.917141,10760,0.262703,0.161248
vLLM lora_only nu100,28.944016,10770,0.246611,0.161248
vLLM lora_only nu100,28.970891,10780,0.26071,0.161248
vLLM lora_only nu100,28.997765,10790,0.266618,0.161248
vLLM lora_only nu100,29.024640,10800,0.306266,0.161248
vLLM lora_only nu100,29.051515,10810,0.22478,0.161248
vLLM lora_only nu100,29.078389,10820,0.284809,0.161248
vLLM lora_only nu100,29.105264,10830,0.261535,0.161248
vLLM lora_only nu100,29.132139,10840,0.277018,0.161248
vLLM lora_only nu100,29.159013,10850,0.219871,0.161248
vLLM lora_only nu100,29.185888,10860,0.254784,0.161248
vLLM lora_only nu100,29.212763,10870,0.307127,0.161248
vLLM lora_only nu100,29.239637,10880,0.314234,0.161248
vLLM lora_only nu100,29.266512,10890,0.206346,0.161248
vLLM lora_only nu100,29.293387,10900,0.270347,0.161248
vLLM lora_only nu100,29.320261,10910,0.201741,0.161248
vLLM lora_only nu100,29.347136,10920,0.254195,0.161248
vLLM lora_only nu100,29.374011,10930,0.320878,0.161248
vLLM lora_only nu100,29.400885,10940,0.271561,0.161248
vLLM lora_only nu100,29.427760,10950,0.295526,0.161248
vLLM lora_only nu100,29.454635,10960,0.278243,0.161248
vLLM lora_only nu100,29.481509,10970,0.219983,0.161248
vLLM lora_only nu100,29.508384,10980,0.276484,0.161248
vLLM lora_only nu100,29.535259,10990,0.288722,0.161248
vLLM lora_only nu100,29.562133,11000,0.251428,0.161248
vLLM lora_only nu100,29.589008,11010,0.251826,0.161248
vLLM lora_only nu100,29.615883,11020,0.299838,0.161248
vLLM lora_only nu100,29.642757,11030,0.222084,0.161248
vLLM lora_only nu100,29.669632,11040,0.25428,0.161248
vLLM lora_only nu100,29.696507,11050,0.275043,0.161248
vLLM lora_only nu100,29.723381,11060,0.229761,0.161248
vLLM lora_only nu100,29.750256,11070,0.287301,0.161248
vLLM lora_only nu100,29.777131,11080,0.260591,0.161248
vLLM lora_only nu100,29.804005,11090,0.252467,0.161248
vLLM lora_only nu100,29.830880,11100,0.243831,0.161248
vLLM lora_only nu100,29.857755,11110,0.287957,0.161248
vLLM lora_only nu100,29.884629,11120,0.264774,0.161248
vLLM lora_only nu100,29.911504,11130,0.245033,0.161248
vLLM lora_only nu100,29.938379,11140,0.206114,0.161248
vLLM lora_only nu100,29.965253,11150,0.260182,0.161248
vLLM lora_only nu100,29.992128,11160,0.220248,0.161248
vLLM lora_only nu100,30.019003,11170,0.263811,0.161248
vLLM lora_only nu100,30.045877,11180,0.310978,0.161248
vLLM lora_only nu100,30.072752,11190,0.269973,0.161248
vLLM lora_only nu100,30.099627,11200,0.216051,0.161248
vLLM lora_only nu100,30.126501,11210,0.312728,0.161248
vLLM lora_only nu100,30.153376,11220,0.249663,0.161248
vLLM lora_only nu100,30.180251,11230,0.309445,0.161248
vLLM lora_only nu100,30.207125,11240,0.318295,0.161248
vLLM lora_only nu100,30.234000,11250,0.316378,0.161248
vLLM lora_only nu100,30.260875,11260,0.300827,0.161248
vLLM lora_only nu100,30.287749,11270,0.339585,0.161248
vLLM lora_only nu100,30.314624,11280,0.261469,0.161248
vLLM lora_only nu100,30.341499,11290,0.286135,0.161248
vLLM lora_only nu100,30.368373,11300,0.298251,0.161248
vLLM lora_only nu100,30.395248,11310,0.276438,0.161248
vLLM lora_only nu100,30.422123,11320,0.293719,0.161248
vLLM lora_only nu100,30.448997,11330,0.313418,0.161248
vLLM lora_only nu100,30.475872,11340,0.227196,0.161248
vLLM lora_only nu100,30.502747,11350,0.277249,0.161248
vLLM lora_only nu100,30.529621,11360,0.301233,0.161248
vLLM lora_only nu100,30.556496,11370,0.275711,0.161248
vLLM lora_only nu100,30.583371,11380,0.298472,0.161248
vLLM lora_only nu100,30.610245,11390,0.329057,0.161248
vLLM lora_only nu100,30.637120,11400,0.25107,0.161248
vLLM lora_only nu100,30.663995,11410,0.26656,0.161248
vLLM lora_only nu100,30.690869,11420,0.335968,0.161248
vLLM lora_only nu100,30.717744,11430,0.26571,0.161248
vLLM lora_only nu100,30.744619,11440,0.289211,0.161248
vLLM lora_only nu100,30.771493,11450,0.241336,0.161248
vLLM lora_only nu100,30.798368,11460,0.267441,0.161248
vLLM lora_only nu100,30.825243,11470,0.291092,0.161248
vLLM lora_only nu100,30.852117,11480,0.26407,0.161248
vLLM lora_only nu100,30.878992,11490,0.28235,0.161248
vLLM lora_only nu100,30.905867,11500,0.304026,0.161248
vLLM lora_only nu100,30.932741,11510,0.22793,0.161248
vLLM lora_only nu100,30.959616,11520,0.255676,0.161248
vLLM lora_only nu100,30.986491,11530,0.219634,0.161248
vLLM lora_only nu100,31.013365,11540,0.247508,0.161248
vLLM lora_only nu100,31.040240,11550,0.269796,0.161248
vLLM lora_only nu100,31.067115,11560,0.284579,0.161248
vLLM lora_only nu100,31.093989,11570,0.269417,0.161248
vLLM lora_only nu100,31.120864,11580,0.23378,0.161248
vLLM lora_only nu100,31.147739,11590,0.198717,0.161248
vLLM lora_only nu100,31.174613,11600,0.261621,0.161248
vLLM lora_only nu100,31.201488,11610,0.298368,0.161248
vLLM lora_only nu100,31.228363,11620,0.231509,0.161248
vLLM lora_only nu100,31.255237,11630,0.24796,0.161248
vLLM lora_only nu100,31.282112,11640,0.282819,0.161248
vLLM lora_only nu100,31.308987,11650,0.195932,0.161248
vLLM lora_only nu100,31.335861,11660,0.30241,0.161248
vLLM lora_only nu100,31.362736,11670,0.312359,0.161248
vLLM lora_only nu100,31.389611,11680,0.230339,0.161248
vLLM lora_only nu100,31.416485,11690,0.281046,0.161248
vLLM lora_only nu100,31.443360,11700,0.233467,0.161248
vLLM lora_only nu100,31.470235,11710,0.262559,0.161248
vLLM lora_only nu100,31.497109,11720,0.252739,0.161248
vLLM lora_only nu100,31.523984,11730,0.275148,0.161248
vLLM lora_only nu100,31.550859,11740,0.304261,0.161248
vLLM lora_only nu100,31.577733,11750,0.271222,0.161248
vLLM lora_only nu100,31.604608,11760,0.271196,0.161248
vLLM lora_only nu100,31.631483,11770,0.253254,0.161248
vLLM lora_only nu100,31.658357,11780,0.289749,0.161248
vLLM lora_only nu100,31.685232,11790,0.266148,0.161248
vLLM lora_only nu100,31.712107,11800,0.288948,0.161248
vLLM lora_only nu100,31.738981,11810,0.327995,0.161248
vLLM lora_only nu100,31.765856,11820,0.259641,0.161248
vLLM lora_only nu100,31.792731,11830,0.288693,0.161248
vLLM lora_only nu100,31.819605,11840,0.236134,0.161248
vLLM lora_only nu100,31.846480,11850,0.296231,0.161248
vLLM lora_only nu100,31.873355,11860,0.277667,0.161248
vLLM lora_only nu100,31.900229,11870,0.268703,0.161248
vLLM lora_only nu100,31.927104,11880,0.256728,0.161248
vLLM lora_only nu100,31.953979,11890,0.280037,0.161248
vLLM lora_only nu100,31.980853,11900,0.24993,0.161248
vLLM lora_only nu100,32.007728,11910,0.263145,0.161248
vLLM lora_only nu100,32.034603,11920,0.291239,0.161248
vLLM lora_only nu100,32.061477,11930,0.270709,0.161248
vLLM lora_only nu100,32.088352,11940,0.225619,0.161248
vLLM lora_only nu100,32.115227,11950,0.234593,0.161248
vLLM lora_only nu100,32.142101,11960,0.217213,0.161248
vLLM lora_only nu100,32.168976,11970,0.272262,0.161248
vLLM lora_only nu100,32.195851,11980,0.283903,0.161248
vLLM lora_only nu100,32.222725,11990,0.243051,0.161248
vLLM lora_only nu100,32.249600,12000,0.254274,0.161248
vLLM lora_only nu100,32.276475,12010,0.268269,0.161248
vLLM lora_only nu100,32.303349,12020,0.242114,0.161248
vLLM lora_only nu100,32.330224,12030,0.280452,0.161248
vLLM lora_only nu100,32.357099,12040,0.327133,0.161248
vLLM lora_only nu100,32.383973,12050,0.237486,0.161248
vLLM lora_only nu100,32.410848,12060,0.270764,0.161248
vLLM lora_only nu100,32.437723,12070,0.23271,0.161248
vLLM lora_only nu100,32.464597,12080,0.265044,0.161248
vLLM lora_only nu100,32.491472,12090,0.223888,0.161248
vLLM lora_only nu100,32.518347,12100,0.259183,0.161248
vLLM lora_only nu100,32.545221,12110,0.26209,0.161248
vLLM lora_only nu100,32.572096,12120,0.283583,0.161248
vLLM lora_only nu100,32.598971,12130,0.216578,0.161248
vLLM lora_only nu100,32.625845,12140,0.261165,0.161248
vLLM lora_only nu100,32.652720,12150,0.200582,0.161248
vLLM lora_only nu100,32.679595,12160,0.243428,0.161248
vLLM lora_only nu100,32.706469,12170,0.30976,0.161248
vLLM lora_only nu100,32.733344,12180,0.282867,0.161248
vLLM lora_only nu100,32.760219,12190,0.242818,0.161248
vLLM lora_only nu100,32.787093,12200,0.22101,0.161248
vLLM lora_only nu100,32.813968,12210,0.219122,0.161248
vLLM lora_only nu100,32.840843,12220,0.25649,0.161248
vLLM lora_only nu100,32.867717,12230,0.28367,0.161248
vLLM lora_only nu100,32.894592,12240,0.238511,0.161248
vLLM lora_only nu100,32.921467,12250,0.260933,0.161248
vLLM lora_only nu100,32.948341,12260,0.264647,0.161248
vLLM lora_only nu100,32.975216,12270,0.193955,0.161248
vLLM lora_only nu100,33.002091,12280,0.257344,0.161248
vLLM lora_only nu100,33.028965,12290,0.300836,0.161248
vLLM lora_only nu100,33.055840,12300,0.222898,0.161248
vLLM lora_only nu100,33.082715,12310,0.304076,0.161248
vLLM lora_only nu100,33.109589,12320,0.210558,0.161248
vLLM lora_only nu100,33.136464,12330,0.246165,0.161248
vLLM lora_only nu100,33.163339,12340,0.22864,0.161248
vLLM lora_only nu100,33.190213,12350,0.295635,0.161248
vLLM lora_only nu100,33.217088,12360,0.282681,0.161248
vLLM lora_only nu100,33.243963,12370,0.278688,0.161248
vLLM lora_only nu100,33.270837,12380,0.2316,0.161248
vLLM lora_only nu100,33.297712,12390,0.249314,0.161248
vLLM lora_only nu100,33.324587,12400,0.285902,0.161248
vLLM lora_only nu100,33.351461,12410,0.303931,0.161248
vLLM lora_only nu100,33.378336,12420,0.295733,0.161248
vLLM lora_only nu100,33.405211,12430,0.30514,0.161248
vLLM lora_only nu100,33.432085,12440,0.23212,0.161248
vLLM lora_only nu100,33.458960,12450,0.331486,0.161248
vLLM lora_only nu100,33.485835,12460,0.220601,0.161248
vLLM lora_only nu100,33.512709,12470,0.252259,0.161248
vLLM lora_only nu100,33.539584,12480,0.25982,0.161248
vLLM lora_only nu100,33.566459,12490,0.28566,0.161248
vLLM lora_only nu100,33.593333,12500,0.244697,0.161248
vLLM lora_only nu100,33.620208,12510,0.258237,0.161248
vLLM lora_only nu100,33.647083,12520,0.181983,0.161248
vLLM lora_only nu100,33.673957,12530,0.283677,0.161248
vLLM lora_only nu100,33.700832,12540,0.250944,0.161248
vLLM lora_only nu100,33.727707,12550,0.238808,0.161248
vLLM lora_only nu100,33.754581,12560,0.259388,0.161248
vLLM lora_only nu100,33.781456,12570,0.280625,0.161248
vLLM lora_only nu100,33.808331,12580,0.233341,0.161248
vLLM lora_only nu100,33.835205,12590,0.273612,0.161248
vLLM lora_only nu100,33.862080,12600,0.235724,0.161248
vLLM lora_only nu100,33.888955,12610,0.269517,0.161248
vLLM lora_only nu100,33.915829,12620,0.321368,0.161248
vLLM lora_only nu100,33.942704,12630,0.271346,0.161248
vLLM lora_only nu100,33.969579,12640,0.286318,0.161248
vLLM lora_only nu100,33.996453,12650,0.277027,0.161248
vLLM lora_only nu100,34.023328,12660,0.359646,0.161248
vLLM lora_only nu100,34.050203,12670,0.2505,0.161248
vLLM lora_only nu100,34.077077,12680,0.341838,0.161248
vLLM lora_only nu100,34.103952,12690,0.213439,0.161248
vLLM lora_only nu100,34.130827,12700,0.321571,0.161248
vLLM lora_only nu100,34.157701,12710,0.230298,0.161248
vLLM lora_only nu100,34.184576,12720,0.291,0.161248
vLLM lora_only nu100,34.211451,12730,0.31026,0.161248
vLLM lora_only nu100,34.238325,12740,0.287821,0.161248
vLLM lora_only nu100,34.265200,12750,0.21491,0.161248
vLLM lora_only nu100,34.292075,12760,0.280317,0.161248
vLLM lora_only nu100,34.318949,12770,0.220164,0.161248
vLLM lora_only nu100,34.345824,12780,0.236941,0.161248
vLLM lora_only nu100,34.372699,12790,0.307621,0.161248
vLLM lora_only nu100,34.399573,12800,0.285065,0.161248
vLLM lora_only nu100,34.426448,12810,0.273859,0.161248
vLLM lora_only nu100,34.453323,12820,0.324254,0.161248
vLLM lora_only nu100,34.480197,12830,0.243738,0.161248
vLLM lora_only nu100,34.507072,12840,0.271518,0.161248
vLLM lora_only nu100,34.533947,12850,0.272718,0.161248
vLLM lora_only nu100,34.560821,12860,0.271691,0.161248
vLLM lora_only nu100,34.587696,12870,0.234433,0.161248
vLLM lora_only nu100,34.614571,12880,0.290351,0.161248
vLLM lora_only nu100,34.641445,12890,0.226771,0.161248
vLLM lora_only nu100,34.668320,12900,0.296036,0.161248
vLLM lora_only nu100,34.695195,12910,0.257046,0.161248
vLLM lora_only nu100,34.722069,12920,0.22382,0.161248
vLLM lora_only nu100,34.748944,12930,0.246702,0.161248
vLLM lora_only nu100,34.775819,12940,0.217756,0.161248
vLLM lora_only nu100,34.802693,12950,0.264987,0.161248
vLLM lora_only nu100,34.829568,12960,0.23527,0.161248
vLLM lora_only nu100,34.856443,12970,0.281245,0.161248
vLLM lora_only nu100,34.883317,12980,0.292515,0.161248
vLLM lora_only nu100,34.910192,12990,0.249394,0.161248
vLLM lora_only nu100,34.937067,13000,0.228663,0.161248
vLLM lora_only nu100,34.963941,13010,0.374884,0.161248
vLLM lora_only nu100,34.990816,13020,0.321101,0.161248
vLLM lora_only nu100,35.017691,13030,0.41921,0.161248
vLLM lora_only nu100,35.044565,13040,0.364028,0.161248
vLLM lora_only nu100,35.071440,13050,0.431235,0.161248
vLLM lora_only nu100,35.098315,13060,0.264814,0.161248
vLLM lora_only nu100,35.125189,13070,0.376482,0.161248
vLLM lora_only nu100,35.152064,13080,0.326095,0.161248
vLLM lora_only nu100,35.178939,13090,0.403823,0.161248
vLLM lora_only nu100,35.205813,13100,0.427881,0.161248
vLLM lora_only nu100,35.232688,13110,0.281611,0.161248
vLLM lora_only nu100,35.259563,13120,0.254682,0.161248
vLLM lora_only nu100,35.286437,13130,0.226767,0.161248
vLLM lora_only nu100,35.313312,13140,0.179183,0.161248
vLLM lora_only nu100,35.340187,13150,0.276701,0.161248
vLLM lora_only nu100,35.367061,13160,0.292041,0.161248
vLLM lora_only nu100,35.393936,13170,0.292023,0.161248
vLLM lora_only nu100,35.420811,13180,0.255964,0.161248
vLLM lora_only nu100,35.447685,13190,0.248751,0.161248
vLLM lora_only nu100,35.474560,13200,0.197572,0.161248
vLLM lora_only nu100,35.501435,13210,0.314212,0.161248
vLLM lora_only nu100,35.528309,13220,0.30185,0.161248
vLLM lora_only nu100,35.555184,13230,0.265821,0.161248
vLLM lora_only nu100,35.582059,13240,0.294463,0.161248
vLLM lora_only nu100,35.608933,13250,0.260583,0.161248
vLLM lora_only nu100,35.635808,13260,0.275589,0.161248
vLLM lora_only nu100,35.662683,13270,0.25861,0.161248
vLLM lora_only nu100,35.689557,13280,0.367204,0.161248
vLLM lora_only nu100,35.716432,13290,0.242596,0.161248
vLLM lora_only nu100,35.743307,13300,0.32554,0.161248
vLLM lora_only nu100,35.770181,13310,0.189592,0.161248
vLLM lora_only nu100,35.797056,13320,0.215474,0.161248
vLLM lora_only nu100,35.823931,13330,0.214699,0.161248
vLLM lora_only nu100,35.850805,13340,0.218893,0.161248
vLLM lora_only nu100,35.877680,13350,0.281932,0.161248
vLLM lora_only nu100,35.904555,13360,0.263106,0.161248
vLLM lora_only nu100,35.931429,13370,0.2242,0.161248
vLLM lora_only nu100,35.958304,13380,0.218781,0.161248
vLLM lora_only nu100,35.985179,13390,0.189299,0.161248
vLLM lora_only nu100,36.012053,13400,0.258945,0.161248
vLLM lora_only nu100,36.038928,13410,0.292879,0.161248
vLLM lora_only nu100,36.065803,13420,0.261649,0.161248
vLLM lora_only nu100,36.092677,13430,0.23565,0.161248
vLLM lora_only nu100,36.119552,13440,0.251968,0.161248
vLLM lora_only nu100,36.146427,13450,0.219826,0.161248
vLLM lora_only nu100,36.173301,13460,0.279241,0.161248
vLLM lora_only nu100,36.200176,13470,0.321076,0.161248
vLLM lora_only nu100,36.227051,13480,0.220929,0.161248
vLLM lora_only nu100,36.253925,13490,0.275929,0.161248
vLLM lora_only nu100,36.280800,13500,0.271413,0.161248
vLLM lora_only nu100,36.307675,13510,0.189956,0.161248
vLLM lora_only nu100,36.334549,13520,0.276377,0.161248
vLLM lora_only nu100,36.361424,13530,0.21693,0.161248
vLLM lora_only nu100,36.388299,13540,0.199641,0.161248
vLLM lora_only nu100,36.415173,13550,0.242685,0.161248
vLLM lora_only nu100,36.442048,13560,0.193082,0.161248
vLLM lora_only nu100,36.468923,13570,0.243044,0.161248
vLLM lora_only nu100,36.495797,13580,0.236779,0.161248
vLLM lora_only nu100,36.522672,13590,0.253585,0.161248
vLLM lora_only nu100,36.549547,13600,0.229315,0.161248
vLLM lora_only nu100,36.576421,13610,0.248714,0.161248
vLLM lora_only nu100,36.603296,13620,0.273,0.161248
vLLM lora_only nu100,36.630171,13630,0.238243,0.161248
vLLM lora_only nu100,36.657045,13640,0.180934,0.161248
vLLM lora_only nu100,36.683920,13650,0.25102,0.161248
vLLM lora_only nu100,36.710795,13660,0.29672,0.161248
vLLM lora_only nu100,36.737669,13670,0.275975,0.161248
vLLM lora_only nu100,36.764544,13680,0.218457,0.161248
vLLM lora_only nu100,36.791419,13690,0.234817,0.161248
vLLM lora_only nu100,36.818293,13700,0.209902,0.161248
vLLM lora_only nu100,36.845168,13710,0.234284,0.161248
vLLM lora_only nu100,36.872043,13720,0.253459,0.161248
vLLM lora_only nu100,36.898917,13730,0.286472,0.161248
vLLM lora_only nu100,36.925792,13740,0.237039,0.161248
vLLM lora_only nu100,36.952667,13750,0.245816,0.161248
vLLM lora_only nu100,36.979541,13760,0.207147,0.161248
vLLM lora_only nu100,37.006416,13770,0.249537,0.161248
vLLM lora_only nu100,37.033291,13780,0.269116,0.161248
vLLM lora_only nu100,37.060165,13790,0.246454,0.161248
vLLM lora_only nu100,37.087040,13800,0.247749,0.161248
vLLM lora_only nu100,37.113915,13810,0.230564,0.161248
vLLM lora_only nu100,37.140789,13820,0.17519,0.161248
vLLM lora_only nu100,37.167664,13830,0.250724,0.161248
vLLM lora_only nu100,37.194539,13840,0.287797,0.161248
vLLM lora_only nu100,37.221413,13850,0.208709,0.161248
vLLM lora_only nu100,37.248288,13860,0.293986,0.161248
vLLM lora_only nu100,37.275163,13870,0.245764,0.161248
vLLM lora_only nu100,37.302037,13880,0.24368,0.161248
vLLM lora_only nu100,37.328912,13890,0.240278,0.161248
vLLM lora_only nu100,37.355787,13900,0.303619,0.161248
vLLM lora_only nu100,37.382661,13910,0.238191,0.161248
vLLM lora_only nu100,37.409536,13920,0.254448,0.161248
vLLM lora_only nu100,37.436411,13930,0.238994,0.161248
vLLM lora_only nu100,37.463285,13940,0.20042,0.161248
vLLM lora_only nu100,37.490160,13950,0.275558,0.161248
vLLM lora_only nu100,37.517035,13960,0.221041,0.161248
vLLM lora_only nu100,37.543909,13970,0.268233,0.161248
vLLM lora_only nu100,37.570784,13980,0.324533,0.161248
vLLM lora_only nu100,37.597659,13990,0.178947,0.161248
vLLM lora_only nu100,37.624533,14000,0.276305,0.161248
vLLM lora_only nu100,37.651408,14010,0.232518,0.161248
vLLM lora_only nu100,37.678283,14020,0.243946,0.161248
vLLM lora_only nu100,37.705157,14030,0.252588,0.161248
vLLM lora_only nu100,37.732032,14040,0.272764,0.161248
vLLM lora_only nu100,37.758907,14050,0.218238,0.161248
vLLM lora_only nu100,37.785781,14060,0.283196,0.161248
vLLM lora_only nu100,37.812656,14070,0.225528,0.161248
