series,estimated_min,step,probe_loss,mean_step_s
vLLM lora_only nu50,8.070203,3030,0.481118,0.159806
vLLM lora_only nu50,8.096837,3040,0.439109,0.159806
vLLM lora_only nu50,8.123472,3050,0.491504,0.159806
vLLM lora_only nu50,8.150106,3060,0.456606,0.159806
vLLM lora_only nu50,8.176740,3070,0.442549,0.159806
vLLM lora_only nu50,8.203375,3080,0.427751,0.159806
vLLM lora_only nu50,8.230009,3090,0.472196,0.159806
vLLM lora_only nu50,8.256643,3100,0.441552,0.159806
vLLM lora_only nu50,8.283278,3110,0.468381,0.159806
vLLM lora_only nu50,8.309912,3120,0.484769,0.159806
vLLM lora_only nu50,8.336546,3130,0.448579,0.159806
vLLM lora_only nu50,8.363181,3140,0.441582,0.159806
vLLM lora_only nu50,8.389815,3150,0.478688,0.159806
vLLM lora_only nu50,8.416449,3160,0.418985,0.159806
vLLM lora_only nu50,8.443084,3170,0.41638,0.159806
vLLM lora_only nu50,8.469718,3180,0.488187,0.159806
vLLM lora_only nu50,8.496352,3190,0.445224,0.159806
vLLM lora_only nu50,8.522987,3200,0.436039,0.159806
vLLM lora_only nu50,8.549621,3210,0.42323,0.159806
vLLM lora_only nu50,8.576255,3220,0.451683,0.159806
vLLM lora_only nu50,8.602890,3230,0.430234,0.159806
vLLM lora_only nu50,8.629524,3240,0.473751,0.159806
vLLM lora_only nu50,8.656158,3250,0.428144,0.159806
vLLM lora_only nu50,8.682793,3260,0.419572,0.159806
vLLM lora_only nu50,8.709427,3270,0.466997,0.159806
vLLM lora_only nu50,8.736061,3280,0.443186,0.159806
vLLM lora_only nu50,8.762696,3290,0.425955,0.159806
vLLM lora_only nu50,8.789330,3300,0.496207,0.159806
vLLM lora_only nu50,8.815964,3310,0.457606,0.159806
vLLM lora_only nu50,8.842599,3320,0.438547,0.159806
vLLM lora_only nu50,8.869233,3330,0.417932,0.159806
vLLM lora_only nu50,8.895867,3340,0.457581,0.159806
vLLM lora_only nu50,8.922502,3350,0.422703,0.159806
vLLM lora_only nu50,8.949136,3360,0.498536,0.159806
vLLM lora_only nu50,8.975770,3370,0.40408,0.159806
vLLM lora_only nu50,9.002405,3380,0.503538,0.159806
vLLM lora_only nu50,9.029039,3390,0.434181,0.159806
vLLM lora_only nu50,9.055673,3400,0.403077,0.159806
vLLM lora_only nu50,9.082308,3410,0.458713,0.159806
vLLM lora_only nu50,9.108942,3420,0.449877,0.159806
vLLM lora_only nu50,9.135576,3430,0.481575,0.159806
vLLM lora_only nu50,9.162211,3440,0.445044,0.159806
vLLM lora_only nu50,9.188845,3450,0.413244,0.159806
vLLM lora_only nu50,9.215479,3460,0.489128,0.159806
vLLM lora_only nu50,9.242114,3470,0.409886,0.159806
vLLM lora_only nu50,9.268748,3480,0.416138,0.159806
vLLM lora_only nu50,9.295382,3490,0.467345,0.159806
vLLM lora_only nu50,9.322017,3500,0.446029,0.159806
vLLM lora_only nu50,9.348651,3510,0.441645,0.159806
vLLM lora_only nu50,9.375285,3520,0.386717,0.159806
vLLM lora_only nu50,9.401920,3530,0.424401,0.159806
vLLM lora_only nu50,9.428554,3540,0.419793,0.159806
vLLM lora_only nu50,9.455188,3550,0.524996,0.159806
vLLM lora_only nu50,9.481823,3560,0.403506,0.159806
vLLM lora_only nu50,9.508457,3570,0.416589,0.159806
vLLM lora_only nu50,9.535091,3580,0.390129,0.159806
vLLM lora_only nu50,9.561726,3590,0.42838,0.159806
vLLM lora_only nu50,9.588360,3600,0.399059,0.159806
vLLM lora_only nu50,9.614994,3610,0.45735,0.159806
vLLM lora_only nu50,9.641629,3620,0.443478,0.159806
vLLM lora_only nu50,9.668263,3630,0.398668,0.159806
vLLM lora_only nu50,9.694897,3640,0.386594,0.159806
vLLM lora_only nu50,9.721532,3650,0.433568,0.159806
vLLM lora_only nu50,9.748166,3660,0.401125,0.159806
vLLM lora_only nu50,9.774800,3670,0.437429,0.159806
vLLM lora_only nu50,9.801435,3680,0.462727,0.159806
vLLM lora_only nu50,9.828069,3690,0.448733,0.159806
vLLM lora_only nu50,9.854703,3700,0.369513,0.159806
vLLM lora_only nu50,9.881338,3710,0.4268,0.159806
vLLM lora_only nu50,9.907972,3720,0.409435,0.159806
vLLM lora_only nu50,9.934606,3730,0.406313,0.159806
vLLM lora_only nu50,9.961241,3740,0.470948,0.159806
vLLM lora_only nu50,9.987875,3750,0.442286,0.159806
vLLM lora_only nu50,10.014509,3760,0.367246,0.159806
vLLM lora_only nu50,10.041144,3770,0.46661,0.159806
vLLM lora_only nu50,10.067778,3780,0.411812,0.159806
vLLM lora_only nu50,10.094412,3790,0.394725,0.159806
vLLM lora_only nu50,10.121047,3800,0.477438,0.159806
vLLM lora_only nu50,10.147681,3810,0.433102,0.159806
vLLM lora_only nu50,10.174315,3820,0.415695,0.159806
vLLM lora_only nu50,10.200950,3830,0.414066,0.159806
vLLM lora_only nu50,10.227584,3840,0.39246,0.159806
vLLM lora_only nu50,10.254218,3850,0.409802,0.159806
vLLM lora_only nu50,10.280853,3860,0.474479,0.159806
vLLM lora_only nu50,10.307487,3870,0.405564,0.159806
vLLM lora_only nu50,10.334121,3880,0.395301,0.159806
vLLM lora_only nu50,10.360756,3890,0.459089,0.159806
vLLM lora_only nu50,10.387390,3900,0.389272,0.159806
vLLM lora_only nu50,10.414024,3910,0.394312,0.159806
vLLM lora_only nu50,10.440659,3920,0.445819,0.159806
vLLM lora_only nu50,10.467293,3930,0.363554,0.159806
vLLM lora_only nu50,10.493927,3940,0.434871,0.159806
vLLM lora_only nu50,10.520562,3950,0.409121,0.159806
vLLM lora_only nu50,10.547196,3960,0.45008,0.159806
vLLM lora_only nu50,10.573830,3970,0.383691,0.159806
vLLM lora_only nu50,10.600465,3980,0.439089,0.159806
vLLM lora_only nu50,10.627099,3990,0.420013,0.159806
vLLM lora_only nu50,10.653733,4000,0.392151,0.159806
vLLM lora_only nu50,10.680368,4010,0.406857,0.159806
vLLM lora_only nu50,10.707002,4020,0.378494,0.159806
vLLM lora_only nu50,10.733636,4030,0.383696,0.159806
vLLM lora_only nu50,10.760271,4040,0.413671,0.159806
vLLM lora_only nu50,10.786905,4050,0.450049,0.159806
vLLM lora_only nu50,10.813539,4060,0.43421,0.159806
vLLM lora_only nu50,10.840174,4070,0.380692,0.159806
vLLM lora_only nu50,10.866808,4080,0.465736,0.159806
vLLM lora_only nu50,10.893442,4090,0.34677,0.159806
vLLM lora_only nu50,10.920077,4100,0.378075,0.159806
vLLM lora_only nu50,10.946711,4110,0.466117,0.159806
vLLM lora_only nu50,10.973345,4120,0.406153,0.159806
vLLM lora_only nu50,10.999980,4130,0.424857,0.159806
vLLM lora_only nu50,11.026614,4140,0.411848,0.159806
vLLM lora_only nu50,11.053248,4150,0.389746,0.159806
vLLM lora_only nu50,11.079883,4160,0.410736,0.159806
vLLM lora_only nu50,11.106517,4170,0.458359,0.159806
vLLM lora_only nu50,11.133151,4180,0.406088,0.159806
vLLM lora_only nu50,11.159786,4190,0.416699,0.159806
vLLM lora_only nu50,11.186420,4200,0.375241,0.159806
vLLM lora_only nu50,11.213054,4210,0.422399,0.159806
vLLM lora_only nu50,11.239689,4220,0.39945,0.159806
vLLM lora_only nu50,11.266323,4230,0.451231,0.159806
vLLM lora_only nu50,11.292957,4240,0.441075,0.159806
vLLM lora_only nu50,11.319592,4250,0.414915,0.159806
vLLM lora_only nu50,11.346226,4260,0.391911,0.159806
vLLM lora_only nu50,11.372860,4270,0.46171,0.159806
vLLM lora_only nu50,11.399495,4280,0.392496,0.159806
vLLM lora_only nu50,11.426129,4290,0.426629,0.159806
vLLM lora_only nu50,11.452763,4300,0.437878,0.159806
vLLM lora_only nu50,11.479398,4310,0.405057,0.159806
vLLM lora_only nu50,11.506032,4320,0.391735,0.159806
vLLM lora_only nu50,11.532666,4330,0.400939,0.159806
vLLM lora_only nu50,11.559301,4340,0.385841,0.159806
vLLM lora_only nu50,11.585935,4350,0.384066,0.159806
vLLM lora_only nu50,11.612569,4360,0.433173,0.159806
vLLM lora_only nu50,11.639204,4370,0.422041,0.159806
vLLM lora_only nu50,11.665838,4380,0.365842,0.159806
vLLM lora_only nu50,11.692472,4390,0.43986,0.159806
vLLM lora_only nu50,11.719107,4400,0.424058,0.159806
vLLM lora_only nu50,11.745741,4410,0.385434,0.159806
vLLM lora_only nu50,11.772375,4420,0.409252,0.159806
vLLM lora_only nu50,11.799010,4430,0.420723,0.159806
vLLM lora_only nu50,11.825644,4440,0.373122,0.159806
vLLM lora_only nu50,11.852278,4450,0.400233,0.159806
vLLM lora_only nu50,11.878913,4460,0.394032,0.159806
vLLM lora_only nu50,11.905547,4470,0.389026,0.159806
vLLM lora_only nu50,11.932181,4480,0.477661,0.159806
vLLM lora_only nu50,11.958816,4490,0.415574,0.159806
vLLM lora_only nu50,11.985450,4500,0.406421,0.159806
vLLM lora_only nu50,12.012084,4510,0.37118,0.159806
vLLM lora_only nu50,12.038719,4520,0.368449,0.159806
vLLM lora_only nu50,12.065353,4530,0.421881,0.159806
vLLM lora_only nu50,12.091987,4540,0.408951,0.159806
vLLM lora_only nu50,12.118622,4550,0.384399,0.159806
vLLM lora_only nu50,12.145256,4560,0.374915,0.159806
vLLM lora_only nu50,12.171890,4570,0.386188,0.159806
vLLM lora_only nu50,12.198525,4580,0.413564,0.159806
vLLM lora_only nu50,12.225159,4590,0.36579,0.159806
vLLM lora_only nu50,12.251793,4600,0.41898,0.159806
vLLM lora_only nu50,12.278428,4610,0.40215,0.159806
vLLM lora_only nu50,12.305062,4620,0.421634,0.159806
vLLM lora_only nu50,12.331696,4630,0.371598,0.159806
vLLM lora_only nu50,12.358331,4640,0.377336,0.159806
vLLM lora_only nu50,12.384965,4650,0.374676,0.159806
vLLM lora_only nu50,12.411599,4660,0.394528,0.159806
vLLM lora_only nu50,12.438234,4670,0.417143,0.159806
vLLM lora_only nu50,12.464868,4680,0.422248,0.159806
vLLM lora_only nu50,12.491502,4690,0.347565,0.159806
vLLM lora_only nu50,12.518137,4700,0.432294,0.159806
vLLM lora_only nu50,12.544771,4710,0.349934,0.159806
vLLM lora_only nu50,12.571405,4720,0.359587,0.159806
vLLM lora_only nu50,12.598040,4730,0.44126,0.159806
vLLM lora_only nu50,12.624674,4740,0.407836,0.159806
vLLM lora_only nu50,12.651308,4750,0.3805,0.159806
vLLM lora_only nu50,12.677943,4760,0.433049,0.159806
vLLM lora_only nu50,12.704577,4770,0.385955,0.159806
vLLM lora_only nu50,12.731211,4780,0.386425,0.159806
vLLM lora_only nu50,12.757846,4790,0.409441,0.159806
vLLM lora_only nu50,12.784480,4800,0.406911,0.159806
vLLM lora_only nu50,12.811114,4810,0.390037,0.159806
vLLM lora_only nu50,12.837749,4820,0.422057,0.159806
vLLM lora_only nu50,12.864383,4830,0.36635,0.159806
vLLM lora_only nu50,12.891017,4840,0.414014,0.159806
vLLM lora_only nu50,12.917652,4850,0.405588,0.159806
vLLM lora_only nu50,12.944286,4860,0.402845,0.159806
vLLM lora_only nu50,12.970920,4870,0.404651,0.159806
vLLM lora_only nu50,12.997555,4880,0.362814,0.159806
vLLM lora_only nu50,13.024189,4890,0.372598,0.159806
vLLM lora_only nu50,13.050823,4900,0.345681,0.159806
vLLM lora_only nu50,13.077458,4910,0.456301,0.159806
vLLM lora_only nu50,13.104092,4920,0.407472,0.159806
vLLM lora_only nu50,13.130726,4930,0.391931,0.159806
vLLM lora_only nu50,13.157361,4940,0.425121,0.159806
vLLM lora_only nu50,13.183995,4950,0.398939,0.159806
vLLM lora_only nu50,13.210629,4960,0.363178,0.159806
vLLM lora_only nu50,13.237264,4970,0.3686,0.159806
vLLM lora_only nu50,13.263898,4980,0.441188,0.159806
vLLM lora_only nu50,13.290532,4990,0.385237,0.159806
vLLM lora_only nu50,13.317167,5000,0.363579,0.159806
vLLM lora_only nu50,13.343801,5010,0.421524,0.159806
vLLM lora_only nu50,13.370435,5020,0.33174,0.159806
vLLM lora_only nu50,13.397070,5030,0.389991,0.159806
vLLM lora_only nu50,13.423704,5040,0.446817,0.159806
vLLM lora_only nu50,13.450338,5050,0.436576,0.159806
vLLM lora_only nu50,13.476973,5060,0.370584,0.159806
vLLM lora_only nu50,13.503607,5070,0.395847,0.159806
vLLM lora_only nu50,13.530241,5080,0.40728,0.159806
vLLM lora_only nu50,13.556876,5090,0.377863,0.159806
vLLM lora_only nu50,13.583510,5100,0.411204,0.159806
vLLM lora_only nu50,13.610144,5110,0.357352,0.159806
vLLM lora_only nu50,13.636779,5120,0.385676,0.159806
vLLM lora_only nu50,13.663413,5130,0.414092,0.159806
vLLM lora_only nu50,13.690047,5140,0.362304,0.159806
vLLM lora_only nu50,13.716682,5150,0.37156,0.159806
vLLM lora_only nu50,13.743316,5160,0.405962,0.159806
vLLM lora_only nu50,13.769950,5170,0.412264,0.159806
vLLM lora_only nu50,13.796585,5180,0.368516,0.159806
vLLM lora_only nu50,13.823219,5190,0.369689,0.159806
vLLM lora_only nu50,13.849853,5200,0.373437,0.159806
vLLM lora_only nu50,13.876488,5210,0.340086,0.159806
vLLM lora_only nu50,13.903122,5220,0.415744,0.159806
vLLM lora_only nu50,13.929756,5230,0.419118,0.159806
vLLM lora_only nu50,13.956391,5240,0.386342,0.159806
vLLM lora_only nu50,13.983025,5250,0.378056,0.159806
vLLM lora_only nu50,14.009659,5260,0.346985,0.159806
vLLM lora_only nu50,14.036294,5270,0.357,0.159806
vLLM lora_only nu50,14.062928,5280,0.359733,0.159806
vLLM lora_only nu50,14.089562,5290,0.404607,0.159806
vLLM lora_only nu50,14.116197,5300,0.395546,0.159806
vLLM lora_only nu50,14.142831,5310,0.386218,0.159806
vLLM lora_only nu50,14.169465,5320,0.427668,0.159806
vLLM lora_only nu50,14.196100,5330,0.394534,0.159806
vLLM lora_only nu50,14.222734,5340,0.369708,0.159806
vLLM lora_only nu50,14.249368,5350,0.46063,0.159806
vLLM lora_only nu50,14.276003,5360,0.437374,0.159806
vLLM lora_only nu50,14.302637,5370,0.416089,0.159806
vLLM lora_only nu50,14.329271,5380,0.42207,0.159806
vLLM lora_only nu50,14.355906,5390,0.398158,0.159806
vLLM lora_only nu50,14.382540,5400,0.390999,0.159806
vLLM lora_only nu50,14.409174,5410,0.385018,0.159806
vLLM lora_only nu50,14.435809,5420,0.360031,0.159806
vLLM lora_only nu50,14.462443,5430,0.392712,0.159806
vLLM lora_only nu50,14.489077,5440,0.425618,0.159806
vLLM lora_only nu50,14.515712,5450,0.34814,0.159806
vLLM lora_only nu50,14.542346,5460,0.43745,0.159806
vLLM lora_only nu50,14.568980,5470,0.409483,0.159806
vLLM lora_only nu50,14.595615,5480,0.375861,0.159806
vLLM lora_only nu50,14.622249,5490,0.384593,0.159806
vLLM lora_only nu50,14.648883,5500,0.361969,0.159806
vLLM lora_only nu50,14.675518,5510,0.412177,0.159806
vLLM lora_only nu50,14.702152,5520,0.34535,0.159806
vLLM lora_only nu50,14.728786,5530,0.383055,0.159806
vLLM lora_only nu50,14.755421,5540,0.420053,0.159806
vLLM lora_only nu50,14.782055,5550,0.356494,0.159806
vLLM lora_only nu50,14.808689,5560,0.390941,0.159806
vLLM lora_only nu50,14.835324,5570,0.401633,0.159806
vLLM lora_only nu50,14.861958,5580,0.404318,0.159806
vLLM lora_only nu50,14.888592,5590,0.388839,0.159806
vLLM lora_only nu50,14.915227,5600,0.418057,0.159806
vLLM lora_only nu50,14.941861,5610,0.379441,0.159806
vLLM lora_only nu50,14.968495,5620,0.381467,0.159806
vLLM lora_only nu50,14.995130,5630,0.406575,0.159806
vLLM lora_only nu50,15.021764,5640,0.36055,0.159806
vLLM lora_only nu50,15.048398,5650,0.366368,0.159806
vLLM lora_only nu50,15.075033,5660,0.401006,0.159806
vLLM lora_only nu50,15.101667,5670,0.405497,0.159806
vLLM lora_only nu50,15.128301,5680,0.385074,0.159806
vLLM lora_only nu50,15.154936,5690,0.392795,0.159806
vLLM lora_only nu50,15.181570,5700,0.33486,0.159806
vLLM lora_only nu50,15.208204,5710,0.357348,0.159806
vLLM lora_only nu50,15.234839,5720,0.419656,0.159806
vLLM lora_only nu50,15.261473,5730,0.312478,0.159806
vLLM lora_only nu50,15.288107,5740,0.385335,0.159806
vLLM lora_only nu50,15.314742,5750,0.377004,0.159806
vLLM lora_only nu50,15.341376,5760,0.37798,0.159806
vLLM lora_only nu50,15.368010,5770,0.386577,0.159806
vLLM lora_only nu50,15.394645,5780,0.433913,0.159806
vLLM lora_only nu50,15.421279,5790,0.365335,0.159806
vLLM lora_only nu50,15.447913,5800,0.384412,0.159806
vLLM lora_only nu50,15.474548,5810,0.410675,0.159806
vLLM lora_only nu50,15.501182,5820,0.428353,0.159806
vLLM lora_only nu50,15.527816,5830,0.393693,0.159806
vLLM lora_only nu50,15.554451,5840,0.43549,0.159806
vLLM lora_only nu50,15.581085,5850,0.398683,0.159806
vLLM lora_only nu50,15.607719,5860,0.357706,0.159806
vLLM lora_only nu50,15.634354,5870,0.355386,0.159806
vLLM lora_only nu50,15.660988,5880,0.357962,0.159806
vLLM lora_only nu50,15.687622,5890,0.368296,0.159806
vLLM lora_only nu50,15.714257,5900,0.381617,0.159806
vLLM lora_only nu50,15.740891,5910,0.423276,0.159806
vLLM lora_only nu50,15.767525,5920,0.40136,0.159806
vLLM lora_only nu50,15.794160,5930,0.355912,0.159806
vLLM lora_only nu50,15.820794,5940,0.379892,0.159806
vLLM lora_only nu50,15.847428,5950,0.345293,0.159806
vLLM lora_only nu50,15.874063,5960,0.362353,0.159806
vLLM lora_only nu50,15.900697,5970,0.431859,0.159806
vLLM lora_only nu50,15.927331,5980,0.413682,0.159806
vLLM lora_only nu50,15.953966,5990,0.34748,0.159806
vLLM lora_only nu50,15.980600,6000,0.366884,0.159806
vLLM lora_only nu50,16.007234,6010,0.365808,0.159806
vLLM lora_only nu50,16.033869,6020,0.349912,0.159806
vLLM lora_only nu50,16.060503,6030,0.402936,0.159806
vLLM lora_only nu50,16.087137,6040,0.355147,0.159806
vLLM lora_only nu50,16.113772,6050,0.38446,0.159806
vLLM lora_only nu50,16.140406,6060,0.404369,0.159806
vLLM lora_only nu50,16.167040,6070,0.376788,0.159806
vLLM lora_only nu50,16.193675,6080,0.393542,0.159806
vLLM lora_only nu50,16.220309,6090,0.399271,0.159806
vLLM lora_only nu50,16.246943,6100,0.412476,0.159806
vLLM lora_only nu50,16.273578,6110,0.369469,0.159806
vLLM lora_only nu50,16.300212,6120,0.371663,0.159806
vLLM lora_only nu50,16.326846,6130,0.363472,0.159806
vLLM lora_only nu50,16.353481,6140,0.342416,0.159806
vLLM lora_only nu50,16.380115,6150,0.428382,0.159806
vLLM lora_only nu50,16.406749,6160,0.341216,0.159806
vLLM lora_only nu50,16.433384,6170,0.333424,0.159806
vLLM lora_only nu50,16.460018,6180,0.386656,0.159806
vLLM lora_only nu50,16.486652,6190,0.40357,0.159806
vLLM lora_only nu50,16.513287,6200,0.414484,0.159806
vLLM lora_only nu50,16.539921,6210,0.369391,0.159806
vLLM lora_only nu50,16.566555,6220,0.412915,0.159806
vLLM lora_only nu50,16.593190,6230,0.371841,0.159806
vLLM lora_only nu50,16.619824,6240,0.365937,0.159806
vLLM lora_only nu50,16.646458,6250,0.380006,0.159806
vLLM lora_only nu50,16.673093,6260,0.343999,0.159806
vLLM lora_only nu50,16.699727,6270,0.353008,0.159806
vLLM lora_only nu50,16.726361,6280,0.378057,0.159806
vLLM lora_only nu50,16.752996,6290,0.371979,0.159806
vLLM lora_only nu50,16.779630,6300,0.351634,0.159806
vLLM lora_only nu50,16.806264,6310,0.346373,0.159806
vLLM lora_only nu50,16.832899,6320,0.341643,0.159806
vLLM lora_only nu50,16.859533,6330,0.329865,0.159806
vLLM lora_only nu50,16.886167,6340,0.398164,0.159806
vLLM lora_only nu50,16.912802,6350,0.353931,0.159806
vLLM lora_only nu50,16.939436,6360,0.379215,0.159806
vLLM lora_only nu50,16.966070,6370,0.424813,0.159806
vLLM lora_only nu50,16.992705,6380,0.370916,0.159806
vLLM lora_only nu50,17.019339,6390,0.40077,0.159806
vLLM lora_only nu50,17.045973,6400,0.38242,0.159806
vLLM lora_only nu50,17.072608,6410,0.355903,0.159806
vLLM lora_only nu50,17.099242,6420,0.37954,0.159806
vLLM lora_only nu50,17.125876,6430,0.354599,0.159806
vLLM lora_only nu50,17.152511,6440,0.381947,0.159806
vLLM lora_only nu50,17.179145,6450,0.324194,0.159806
vLLM lora_only nu50,17.205779,6460,0.401902,0.159806
vLLM lora_only nu50,17.232414,6470,0.377472,0.159806
vLLM lora_only nu50,17.259048,6480,0.377303,0.159806
vLLM lora_only nu50,17.285682,6490,0.360606,0.159806
vLLM lora_only nu50,17.312317,6500,0.339967,0.159806
vLLM lora_only nu50,17.338951,6510,0.320294,0.159806
vLLM lora_only nu50,17.365585,6520,0.321091,0.159806
vLLM lora_only nu50,17.392220,6530,0.366669,0.159806
vLLM lora_only nu50,17.418854,6540,0.377779,0.159806
vLLM lora_only nu50,17.445488,6550,0.317061,0.159806
vLLM lora_only nu50,17.472123,6560,0.384946,0.159806
vLLM lora_only nu50,17.498757,6570,0.319913,0.159806
vLLM lora_only nu50,17.525391,6580,0.34253,0.159806
vLLM lora_only nu50,17.552026,6590,0.386079,0.159806
vLLM lora_only nu50,17.578660,6600,0.382722,0.159806
vLLM lora_only nu50,17.605294,6610,0.355287,0.159806
vLLM lora_only nu50,17.631929,6620,0.361685,0.159806
vLLM lora_only nu50,17.658563,6630,0.368208,0.159806
vLLM lora_only nu50,17.685197,6640,0.337712,0.159806
vLLM lora_only nu50,17.711832,6650,0.387607,0.159806
vLLM lora_only nu50,17.738466,6660,0.326436,0.159806
vLLM lora_only nu50,17.765100,6670,0.367965,0.159806
vLLM lora_only nu50,17.791735,6680,0.403854,0.159806
vLLM lora_only nu50,17.818369,6690,0.314048,0.159806
vLLM lora_only nu50,17.845003,6700,0.326131,0.159806
vLLM lora_only nu50,17.871638,6710,0.314661,0.159806
vLLM lora_only nu50,17.898272,6720,0.309736,0.159806
vLLM lora_only nu50,17.924906,6730,0.329321,0.159806
vLLM lora_only nu50,17.951541,6740,0.333595,0.159806
vLLM lora_only nu50,17.978175,6750,0.332284,0.159806
vLLM lora_only nu50,18.004809,6760,0.447326,0.159806
vLLM lora_only nu50,18.031444,6770,0.436951,0.159806
vLLM lora_only nu50,18.058078,6780,0.443444,0.159806
vLLM lora_only nu50,18.084712,6790,0.464562,0.159806
vLLM lora_only nu50,18.111347,6800,0.423001,0.159806
vLLM lora_only nu50,18.137981,6810,0.368227,0.159806
vLLM lora_only nu50,18.164615,6820,0.351268,0.159806
vLLM lora_only nu50,18.191250,6830,0.306404,0.159806
vLLM lora_only nu50,18.217884,6840,0.39677,0.159806
vLLM lora_only nu50,18.244518,6850,0.344295,0.159806
vLLM lora_only nu50,18.271153,6860,0.347769,0.159806
vLLM lora_only nu50,18.297787,6870,0.338068,0.159806
vLLM lora_only nu50,18.324421,6880,0.313749,0.159806
vLLM lora_only nu50,18.351056,6890,0.319539,0.159806
vLLM lora_only nu50,18.377690,6900,0.38158,0.159806
vLLM lora_only nu50,18.404324,6910,0.370224,0.159806
vLLM lora_only nu50,18.430959,6920,0.355233,0.159806
vLLM lora_only nu50,18.457593,6930,0.358796,0.159806
vLLM lora_only nu50,18.484227,6940,0.328784,0.159806
vLLM lora_only nu50,18.510862,6950,0.30859,0.159806
vLLM lora_only nu50,18.537496,6960,0.37627,0.159806
vLLM lora_only nu50,18.564130,6970,0.358857,0.159806
vLLM lora_only nu50,18.590765,6980,0.319012,0.159806
vLLM lora_only nu50,18.617399,6990,0.35549,0.159806
vLLM lora_only nu50,18.644033,7000,0.324704,0.159806
vLLM lora_only nu50,18.670668,7010,0.387648,0.159806
vLLM lora_only nu50,18.697302,7020,0.386881,0.159806
vLLM lora_only nu50,18.723936,7030,0.306057,0.159806
vLLM lora_only nu50,18.750571,7040,0.315819,0.159806
vLLM lora_only nu50,18.777205,7050,0.338474,0.159806
vLLM lora_only nu50,18.803839,7060,0.346729,0.159806
vLLM lora_only nu50,18.830474,7070,0.401574,0.159806
vLLM lora_only nu50,18.857108,7080,0.396034,0.159806
vLLM lora_only nu50,18.883742,7090,0.335137,0.159806
vLLM lora_only nu50,18.910377,7100,0.381637,0.159806
vLLM lora_only nu50,18.937011,7110,0.315803,0.159806
vLLM lora_only nu50,18.963645,7120,0.33604,0.159806
vLLM lora_only nu50,18.990280,7130,0.344584,0.159806
vLLM lora_only nu50,19.016914,7140,0.337921,0.159806
vLLM lora_only nu50,19.043548,7150,0.372644,0.159806
vLLM lora_only nu50,19.070183,7160,0.365459,0.159806
vLLM lora_only nu50,19.096817,7170,0.34415,0.159806
vLLM lora_only nu50,19.123451,7180,0.365274,0.159806
vLLM lora_only nu50,19.150086,7190,0.328497,0.159806
vLLM lora_only nu50,19.176720,7200,0.328827,0.159806
vLLM lora_only nu50,19.203354,7210,0.386609,0.159806
vLLM lora_only nu50,19.229989,7220,0.352963,0.159806
vLLM lora_only nu50,19.256623,7230,0.326933,0.159806
vLLM lora_only nu50,19.283257,7240,0.339099,0.159806
vLLM lora_only nu50,19.309892,7250,0.312092,0.159806
vLLM lora_only nu50,19.336526,7260,0.349662,0.159806
vLLM lora_only nu50,19.363160,7270,0.370402,0.159806
vLLM lora_only nu50,19.389795,7280,0.34114,0.159806
vLLM lora_only nu50,19.416429,7290,0.363318,0.159806
vLLM lora_only nu50,19.443063,7300,0.377994,0.159806
vLLM lora_only nu50,19.469698,7310,0.313933,0.159806
vLLM lora_only nu50,19.496332,7320,0.351528,0.159806
vLLM lora_only nu50,19.522966,7330,0.376613,0.159806
vLLM lora_only nu50,19.549601,7340,0.318829,0.159806
vLLM lora_only nu50,19.576235,7350,0.317779,0.159806
vLLM lora_only nu50,19.602869,7360,0.463136,0.159806
vLLM lora_only nu50,19.629504,7370,0.467191,0.159806
vLLM lora_only nu50,19.656138,7380,0.440114,0.159806
vLLM lora_only nu50,19.682772,7390,0.453545,0.159806
vLLM lora_only nu50,19.709407,7400,0.412286,0.159806
vLLM lora_only nu50,19.736041,7410,0.369239,0.159806
vLLM lora_only nu50,19.762675,7420,0.34615,0.159806
vLLM lora_only nu50,19.789310,7430,0.337744,0.159806
vLLM lora_only nu50,19.815944,7440,0.329562,0.159806
vLLM lora_only nu50,19.842578,7450,0.368035,0.159806
vLLM lora_only nu50,19.869213,7460,0.390307,0.159806
vLLM lora_only nu50,19.895847,7470,0.369774,0.159806
vLLM lora_only nu50,19.922481,7480,0.342128,0.159806
vLLM lora_only nu50,19.949116,7490,0.347235,0.159806
vLLM lora_only nu50,19.975750,7500,0.31725,0.159806
vLLM lora_only nu50,20.002384,7510,0.282817,0.159806
vLLM lora_only nu50,20.029019,7520,0.338204,0.159806
vLLM lora_only nu50,20.055653,7530,0.346708,0.159806
vLLM lora_only nu50,20.082287,7540,0.297911,0.159806
vLLM lora_only nu50,20.108922,7550,0.299808,0.159806
vLLM lora_only nu50,20.135556,7560,0.425342,0.159806
vLLM lora_only nu50,20.162190,7570,0.357403,0.159806
vLLM lora_only nu50,20.188825,7580,0.416191,0.159806
vLLM lora_only nu50,20.215459,7590,0.36863,0.159806
vLLM lora_only nu50,20.242093,7600,0.411046,0.159806
vLLM lora_only nu50,20.268728,7610,0.378828,0.159806
vLLM lora_only nu50,20.295362,7620,0.347269,0.159806
vLLM lora_only nu50,20.321996,7630,0.378955,0.159806
vLLM lora_only nu50,20.348631,7640,0.384984,0.159806
vLLM lora_only nu50,20.375265,7650,0.3433,0.159806
vLLM lora_only nu50,20.401899,7660,0.366545,0.159806
vLLM lora_only nu50,20.428534,7670,0.36061,0.159806
