series,step,probe_loss
LOZO lora_only nu50,2810,0.4355
LOZO lora_only nu50,2820,0.4966
LOZO lora_only nu50,2830,0.4922
LOZO lora_only nu50,2840,0.4833
LOZO lora_only nu50,2850,0.4216
LOZO lora_only nu50,2860,0.4961
LOZO lora_only nu50,2870,0.4479
LOZO lora_only nu50,2880,0.5316
LOZO lora_only nu50,2890,0.5107
LOZO lora_only nu50,2900,0.4925
LOZO lora_only nu50,2910,0.4866
LOZO lora_only nu50,2920,0.4916
LOZO lora_only nu50,2930,0.4483
LOZO lora_only nu50,2940,0.4005
LOZO lora_only nu50,2950,0.4971
LOZO lora_only nu50,2960,0.5059
LOZO lora_only nu50,2970,0.4991
LOZO lora_only nu50,2980,0.4301
LOZO lora_only nu50,2990,0.4562
LOZO lora_only nu50,3000,0.4993
LOZO lora_only nu50,3010,0.5126
LOZO lora_only nu50,3020,0.5159
LOZO lora_only nu50,3030,0.509
LOZO lora_only nu50,3040,0.529
LOZO lora_only nu50,3050,0.4551
LOZO lora_only nu50,3060,0.4752
LOZO lora_only nu50,3070,0.4687
LOZO lora_only nu50,3080,0.4679
LOZO lora_only nu50,3090,0.4487
LOZO lora_only nu50,3100,0.5241
LOZO lora_only nu50,3110,0.4766
LOZO lora_only nu50,3120,0.4398
LOZO lora_only nu50,3130,0.4726
LOZO lora_only nu50,3140,0.4618
LOZO lora_only nu50,3150,0.491
LOZO lora_only nu50,3160,0.3967
LOZO lora_only nu50,3170,0.4741
LOZO lora_only nu50,3180,0.4742
LOZO lora_only nu50,3190,0.4726
LOZO lora_only nu50,3200,0.4325
LOZO lora_only nu50,3210,0.5459
LOZO lora_only nu50,3220,0.5827
LOZO lora_only nu50,3230,0.4749
LOZO lora_only nu50,3240,0.4315
LOZO lora_only nu50,3250,0.4575
LOZO lora_only nu50,3260,0.4688
LOZO lora_only nu50,3270,0.4099
LOZO lora_only nu50,3280,0.5564
LOZO lora_only nu50,3290,0.4698
LOZO lora_only nu50,3300,0.4573
LOZO lora_only nu50,3310,0.4135
LOZO lora_only nu50,3320,0.4808
LOZO lora_only nu50,3330,0.455
LOZO lora_only nu50,3340,0.4287
LOZO lora_only nu50,3350,0.4672
LOZO lora_only nu50,3360,0.4586
LOZO lora_only nu50,3370,0.4665
LOZO lora_only nu50,3380,0.5234
LOZO lora_only nu50,3390,0.4646
LOZO lora_only nu50,3400,0.4706
LOZO lora_only nu50,3410,0.4622
LOZO lora_only nu50,3420,0.5193
LOZO lora_only nu50,3430,0.5159
LOZO lora_only nu50,3440,0.501
LOZO lora_only nu50,3450,0.4182
LOZO lora_only nu50,3460,0.4887
LOZO lora_only nu50,3470,0.4376
LOZO lora_only nu50,3480,0.4448
LOZO lora_only nu50,3490,0.4563
LOZO lora_only nu50,3500,0.4089
LOZO lora_only nu50,3510,0.4782
LOZO lora_only nu50,3520,0.4306
LOZO lora_only nu50,3530,0.6145
LOZO lora_only nu50,3540,0.4651
LOZO lora_only nu50,3550,0.4078
LOZO lora_only nu50,3560,0.4972
LOZO lora_only nu50,3570,0.426
LOZO lora_only nu50,3580,0.3898
LOZO lora_only nu50,3590,0.4482
LOZO lora_only nu50,3600,0.4375
LOZO lora_only nu50,3610,0.4438
LOZO lora_only nu50,3620,0.4839
LOZO lora_only nu50,3630,0.4779
LOZO lora_only nu50,3640,0.4666
LOZO lora_only nu50,3650,0.479
LOZO lora_only nu50,3660,0.4418
LOZO lora_only nu50,3670,0.4873
LOZO lora_only nu50,3680,0.4248
LOZO lora_only nu50,3690,0.4377
LOZO lora_only nu50,3700,0.4824
LOZO lora_only nu50,3710,0.4624
LOZO lora_only nu50,3720,0.4281
LOZO lora_only nu50,3730,0.4827
LOZO lora_only nu50,3740,0.4613
LOZO lora_only nu50,3750,0.4675
LOZO lora_only nu50,3760,0.4251
LOZO lora_only nu50,3770,0.4463
LOZO lora_only nu50,3780,0.4198
LOZO lora_only nu50,3790,0.4424
LOZO lora_only nu50,3800,0.4174
LOZO lora_only nu50,3810,0.4356
LOZO lora_only nu50,3820,0.4394
LOZO lora_only nu50,3830,0.4813
LOZO lora_only nu50,3840,0.4414
LOZO lora_only nu50,3850,0.4251
LOZO lora_only nu50,3860,0.4335
LOZO lora_only nu50,3870,0.425
LOZO lora_only nu50,3880,0.4432
LOZO lora_only nu50,3890,0.4988
LOZO lora_only nu50,3900,0.4386
LOZO lora_only nu50,3910,0.456
LOZO lora_only nu50,3920,0.505
LOZO lora_only nu50,3930,0.4494
LOZO lora_only nu50,3940,0.4378
LOZO lora_only nu50,3950,0.431
LOZO lora_only nu50,3960,0.4759
LOZO lora_only nu50,3970,0.4255
LOZO lora_only nu50,3980,0.4129
LOZO lora_only nu50,3990,0.3849
LOZO lora_only nu50,4000,0.4341
LOZO lora_only nu50,4010,0.491
LOZO lora_only nu50,4020,0.4833
LOZO lora_only nu50,4030,0.4241
LOZO lora_only nu50,4040,0.4371
LOZO lora_only nu50,4050,0.4185
LOZO lora_only nu50,4060,0.4834
LOZO lora_only nu50,4070,0.4539
LOZO lora_only nu50,4080,0.4198
LOZO lora_only nu50,4090,0.4068
LOZO lora_only nu50,4100,0.4976
LOZO lora_only nu50,4110,0.4872
LOZO lora_only nu50,4120,0.369
LOZO lora_only nu50,4130,0.5089
LOZO lora_only nu50,4140,0.4934
LOZO lora_only nu50,4150,0.4311
LOZO lora_only nu50,4160,0.4311
LOZO lora_only nu50,4170,0.3945
LOZO lora_only nu50,4180,0.4446
LOZO lora_only nu50,4190,0.4478
LOZO lora_only nu50,4200,0.4245
LOZO lora_only nu50,4210,0.4609
LOZO lora_only nu50,4220,0.3906
LOZO lora_only nu50,4230,0.4767
LOZO lora_only nu50,4240,0.4531
LOZO lora_only nu50,4250,0.4318
LOZO lora_only nu50,4260,0.4497
LOZO lora_only nu50,4270,0.4076
LOZO lora_only nu50,4280,0.4589
LOZO lora_only nu50,4290,0.3722
LOZO lora_only nu50,4300,0.437
LOZO lora_only nu50,4310,0.4847
LOZO lora_only nu50,4320,0.4163
LOZO lora_only nu50,4330,0.4548
LOZO lora_only nu50,4340,0.4476
LOZO lora_only nu50,4350,0.4565
LOZO lora_only nu50,4360,0.4545
LOZO lora_only nu50,4370,0.4392
LOZO lora_only nu50,4380,0.4402
LOZO lora_only nu50,4390,0.4204
LOZO lora_only nu50,4400,0.411
LOZO lora_only nu50,4410,0.4333
LOZO lora_only nu50,4420,0.3758
LOZO lora_only nu50,4430,0.3922
LOZO lora_only nu50,4440,0.4689
LOZO lora_only nu50,4450,0.3974
LOZO lora_only nu50,4460,0.4623
LOZO lora_only nu50,4470,0.4092
LOZO lora_only nu50,4480,0.4764
LOZO lora_only nu50,4490,0.4342
LOZO lora_only nu50,4500,0.3732
LOZO lora_only nu50,4510,0.3963
LOZO lora_only nu50,4520,0.4469
LOZO lora_only nu50,4530,0.4886
LOZO lora_only nu50,4540,0.3947
LOZO lora_only nu50,4550,0.4071
LOZO lora_only nu50,4560,0.5002
LOZO lora_only nu50,4570,0.3829
LOZO lora_only nu50,4580,0.3897
LOZO lora_only nu50,4590,0.4556
LOZO lora_only nu50,4600,0.4882
LOZO lora_only nu50,4610,0.3855
LOZO lora_only nu50,4620,0.4356
LOZO lora_only nu50,4630,0.3692
LOZO lora_only nu50,4640,0.405
LOZO lora_only nu50,4650,0.4687
LOZO lora_only nu50,4660,0.4706
LOZO lora_only nu50,4670,0.4434
LOZO lora_only nu50,4680,0.4597
LOZO lora_only nu50,4690,0.4592
LOZO lora_only nu50,4700,0.4373
LOZO lora_only nu50,4710,0.4173
LOZO lora_only nu50,4720,0.4539
LOZO lora_only nu50,4730,0.3962
LOZO lora_only nu50,4740,0.4611
LOZO lora_only nu50,4750,0.3692
LOZO lora_only nu50,4760,0.3655
LOZO lora_only nu50,4770,0.484
LOZO lora_only nu50,4780,0.4268
LOZO lora_only nu50,4790,0.4517
LOZO lora_only nu50,4800,0.3994
LOZO lora_only nu50,4810,0.4524
LOZO lora_only nu50,4820,0.3786
LOZO lora_only nu50,4830,0.4024
LOZO lora_only nu50,4840,0.4112
LOZO lora_only nu50,4850,0.3946
LOZO lora_only nu50,4860,0.4447
LOZO lora_only nu50,4870,0.4247
LOZO lora_only nu50,4880,0.3797
LOZO lora_only nu50,4890,0.4644
LOZO lora_only nu50,4900,0.4335
LOZO lora_only nu50,4910,0.4227
LOZO lora_only nu50,4920,0.4254
LOZO lora_only nu50,4930,0.4119
LOZO lora_only nu50,4940,0.469
LOZO lora_only nu50,4950,0.4954
LOZO lora_only nu50,4960,0.439
LOZO lora_only nu50,4970,0.3653
LOZO lora_only nu50,4980,0.4255
LOZO lora_only nu50,4990,0.3813
LOZO lora_only nu50,5000,0.4759
LOZO lora_only nu50,5010,0.3989
LOZO lora_only nu50,5020,0.3851
LOZO lora_only nu50,5030,0.4272
LOZO lora_only nu50,5040,0.4196
LOZO lora_only nu50,5050,0.3868
LOZO lora_only nu50,5060,0.4452
LOZO lora_only nu50,5070,0.414
LOZO lora_only nu50,5080,0.3974
LOZO lora_only nu50,5090,0.4574
LOZO lora_only nu50,5100,0.4094
LOZO lora_only nu50,5110,0.4167
LOZO lora_only nu50,5120,0.4729
LOZO lora_only nu50,5130,0.4256
LOZO lora_only nu50,5140,0.4373
LOZO lora_only nu50,5150,0.4308
LOZO lora_only nu50,5160,0.3741
LOZO lora_only nu50,5170,0.3929
LOZO lora_only nu50,5180,0.459
LOZO lora_only nu50,5190,0.412
LOZO lora_only nu50,5200,0.4043
LOZO lora_only nu50,5210,0.3632
LOZO lora_only nu50,5220,0.4511
LOZO lora_only nu50,5230,0.3706
LOZO lora_only nu50,5240,0.4175
LOZO lora_only nu50,5250,0.4479
LOZO lora_only nu50,5260,0.448
LOZO lora_only nu50,5270,0.4767
LOZO lora_only nu50,5280,0.3923
LOZO lora_only nu50,5290,0.3383
LOZO lora_only nu50,5300,0.467
LOZO lora_only nu50,5310,0.444
LOZO lora_only nu50,5320,0.3985
LOZO lora_only nu50,5330,0.4409
LOZO lora_only nu50,5340,0.4357
LOZO lora_only nu50,5350,0.4489
LOZO lora_only nu50,5360,0.4027
LOZO lora_only nu50,5370,0.4644
LOZO lora_only nu50,5380,0.3975
LOZO lora_only nu50,5390,0.4448
LOZO lora_only nu50,5400,0.4322
LOZO lora_only nu50,5410,0.4223
LOZO lora_only nu50,5420,0.3992
LOZO lora_only nu50,5430,0.393
LOZO lora_only nu50,5440,0.4842
LOZO lora_only nu50,5450,0.4481
LOZO lora_only nu50,5460,0.4506
LOZO lora_only nu50,5470,0.4328
LOZO lora_only nu50,5480,0.3784
LOZO lora_only nu50,5490,0.451
LOZO lora_only nu50,5500,0.3642
LOZO lora_only nu50,5510,0.4484
LOZO lora_only nu50,5520,0.3949
LOZO lora_only nu50,5530,0.4923
LOZO lora_only nu50,5540,0.418
LOZO lora_only nu50,5550,0.4083
LOZO lora_only nu50,5560,0.4783
LOZO lora_only nu50,5570,0.433
LOZO lora_only nu50,5580,0.4071
LOZO lora_only nu50,5590,0.4063
LOZO lora_only nu50,5600,0.4169
LOZO lora_only nu50,5610,0.4078
LOZO lora_only nu50,5620,0.455
LOZO lora_only nu50,5630,0.4406
LOZO lora_only nu50,5640,0.3891
LOZO lora_only nu50,5650,0.4059
LOZO lora_only nu50,5660,0.444
LOZO lora_only nu50,5670,0.5018
vLLM lora_only nu50,10,0.916522
vLLM lora_only nu50,20,0.933917
vLLM lora_only nu50,30,0.863677
vLLM lora_only nu50,40,0.760017
vLLM lora_only nu50,50,0.82516
vLLM lora_only nu50,60,0.730375
vLLM lora_only nu50,70,0.818235
vLLM lora_only nu50,80,0.913667
vLLM lora_only nu50,90,0.832606
vLLM lora_only nu50,100,0.785582
vLLM lora_only nu50,110,0.761672
vLLM lora_only nu50,120,0.781759
vLLM lora_only nu50,130,0.775251
vLLM lora_only nu50,140,0.934363
vLLM lora_only nu50,150,0.770674
vLLM lora_only nu50,160,0.754124
vLLM lora_only nu50,170,0.782032
vLLM lora_only nu50,180,0.765706
vLLM lora_only nu50,190,0.777384
vLLM lora_only nu50,200,0.992125
vLLM lora_only nu50,210,0.795527
vLLM lora_only nu50,220,0.833889
vLLM lora_only nu50,230,0.700854
vLLM lora_only nu50,240,0.824262
vLLM lora_only nu50,250,0.703096
vLLM lora_only nu50,260,0.892769
vLLM lora_only nu50,270,0.783672
vLLM lora_only nu50,280,0.819453
vLLM lora_only nu50,290,0.636843
vLLM lora_only nu50,300,0.756921
vLLM lora_only nu50,310,0.713304
vLLM lora_only nu50,320,0.8289
vLLM lora_only nu50,330,0.777651
vLLM lora_only nu50,340,0.75803
vLLM lora_only nu50,350,0.620011
vLLM lora_only nu50,360,0.745841
vLLM lora_only nu50,370,0.74537
vLLM lora_only nu50,380,0.707554
vLLM lora_only nu50,390,0.850211
vLLM lora_only nu50,400,0.686588
vLLM lora_only nu50,410,0.682333
vLLM lora_only nu50,420,0.656043
vLLM lora_only nu50,430,0.768054
vLLM lora_only nu50,440,0.692016
vLLM lora_only nu50,450,0.810682
vLLM lora_only nu50,460,0.642079
vLLM lora_only nu50,470,0.647948
vLLM lora_only nu50,480,0.661555
vLLM lora_only nu50,490,0.640049
vLLM lora_only nu50,500,0.65234
vLLM lora_only nu50,510,0.865631
vLLM lora_only nu50,520,0.666965
vLLM lora_only nu50,530,0.669954
vLLM lora_only nu50,540,0.642927
vLLM lora_only nu50,550,0.702439
vLLM lora_only nu50,560,0.640476
vLLM lora_only nu50,570,0.770891
vLLM lora_only nu50,580,0.689666
vLLM lora_only nu50,590,0.685349
vLLM lora_only nu50,600,0.564604
vLLM lora_only nu50,610,0.714172
vLLM lora_only nu50,620,0.691632
vLLM lora_only nu50,630,0.747123
vLLM lora_only nu50,640,0.727479
vLLM lora_only nu50,650,0.720983
vLLM lora_only nu50,660,0.587179
vLLM lora_only nu50,670,0.680854
vLLM lora_only nu50,680,0.646179
vLLM lora_only nu50,690,0.68023
vLLM lora_only nu50,700,0.742516
vLLM lora_only nu50,710,0.671807
vLLM lora_only nu50,720,0.664733
vLLM lora_only nu50,730,0.624488
vLLM lora_only nu50,740,0.676957
vLLM lora_only nu50,750,0.62687
vLLM lora_only nu50,760,0.769781
vLLM lora_only nu50,770,0.641051
vLLM lora_only nu50,780,0.677169
vLLM lora_only nu50,790,0.621559
vLLM lora_only nu50,800,0.592501
vLLM lora_only nu50,810,0.585903
vLLM lora_only nu50,820,0.764314
vLLM lora_only nu50,830,0.643583
vLLM lora_only nu50,840,0.608163
vLLM lora_only nu50,850,0.579449
vLLM lora_only nu50,860,0.719095
vLLM lora_only nu50,870,0.675975
vLLM lora_only nu50,880,0.734245
vLLM lora_only nu50,890,0.617126
vLLM lora_only nu50,900,0.665592
vLLM lora_only nu50,910,0.575847
vLLM lora_only nu50,920,0.662094
vLLM lora_only nu50,930,0.622338
vLLM lora_only nu50,940,0.712291
vLLM lora_only nu50,950,0.6784
vLLM lora_only nu50,960,0.632341
vLLM lora_only nu50,970,0.574711
vLLM lora_only nu50,980,0.618672
vLLM lora_only nu50,990,0.592638
vLLM lora_only nu50,1000,0.591971
vLLM lora_only nu50,1010,0.70746
vLLM lora_only nu50,1020,0.602225
vLLM lora_only nu50,1030,0.574273
vLLM lora_only nu50,1040,0.523671
vLLM lora_only nu50,1050,0.605268
vLLM lora_only nu50,1060,0.618764
vLLM lora_only nu50,1070,0.679575
vLLM lora_only nu50,1080,0.573124
vLLM lora_only nu50,1090,0.569728
vLLM lora_only nu50,1100,0.567561
vLLM lora_only nu50,1110,0.541023
vLLM lora_only nu50,1120,0.543006
vLLM lora_only nu50,1130,0.640211
vLLM lora_only nu50,1140,0.560653
vLLM lora_only nu50,1150,0.616895
vLLM lora_only nu50,1160,0.520158
vLLM lora_only nu50,1170,0.557274
vLLM lora_only nu50,1180,0.528381
vLLM lora_only nu50,1190,0.64597
vLLM lora_only nu50,1200,0.617779
vLLM lora_only nu50,1210,0.56025
vLLM lora_only nu50,1220,0.473245
vLLM lora_only nu50,1230,0.541841
vLLM lora_only nu50,1240,0.504767
vLLM lora_only nu50,1250,0.634663
vLLM lora_only nu50,1260,0.549738
vLLM lora_only nu50,1270,0.591767
vLLM lora_only nu50,1280,0.499442
vLLM lora_only nu50,1290,0.548532
vLLM lora_only nu50,1300,0.49476
vLLM lora_only nu50,1310,0.525254
vLLM lora_only nu50,1320,0.632456
vLLM lora_only nu50,1330,0.595982
vLLM lora_only nu50,1340,0.587277
vLLM lora_only nu50,1350,0.5017
vLLM lora_only nu50,1360,0.567457
vLLM lora_only nu50,1370,0.527556
vLLM lora_only nu50,1380,0.645408
vLLM lora_only nu50,1390,0.512394
vLLM lora_only nu50,1400,0.549826
vLLM lora_only nu50,1410,0.535666
vLLM lora_only nu50,1420,0.526241
vLLM lora_only nu50,1430,0.488245
vLLM lora_only nu50,1440,0.645825
vLLM lora_only nu50,1450,0.526983
vLLM lora_only nu50,1460,0.513533
vLLM lora_only nu50,1470,0.458367
vLLM lora_only nu50,1480,0.548642
vLLM lora_only nu50,1490,0.451295
vLLM lora_only nu50,1500,0.6345
vLLM lora_only nu50,1510,0.573664
vLLM lora_only nu50,1520,0.570485
vLLM lora_only nu50,1530,0.479486
vLLM lora_only nu50,1540,0.567125
vLLM lora_only nu50,1550,0.496711
vLLM lora_only nu50,1560,0.57807
vLLM lora_only nu50,1570,0.581182
vLLM lora_only nu50,1580,0.55895
vLLM lora_only nu50,1590,0.451344
vLLM lora_only nu50,1600,0.546909
vLLM lora_only nu50,1610,0.514736
vLLM lora_only nu50,1620,0.501877
vLLM lora_only nu50,1630,0.622599
vLLM lora_only nu50,1640,0.549537
vLLM lora_only nu50,1650,0.526719
vLLM lora_only nu50,1660,0.501177
vLLM lora_only nu50,1670,0.487708
vLLM lora_only nu50,1680,0.483948
vLLM lora_only nu50,1690,0.612728
vLLM lora_only nu50,1700,0.496918
vLLM lora_only nu50,1710,0.477491
vLLM lora_only nu50,1720,0.514269
vLLM lora_only nu50,1730,0.502844
vLLM lora_only nu50,1740,0.491569
vLLM lora_only nu50,1750,0.61255
vLLM lora_only nu50,1760,0.520887
vLLM lora_only nu50,1770,0.521133
vLLM lora_only nu50,1780,0.438793
vLLM lora_only nu50,1790,0.535504
vLLM lora_only nu50,1800,0.488071
vLLM lora_only nu50,1810,0.58162
vLLM lora_only nu50,1820,0.557259
vLLM lora_only nu50,1830,0.486343
vLLM lora_only nu50,1840,0.436198
vLLM lora_only nu50,1850,0.503094
vLLM lora_only nu50,1860,0.497398
vLLM lora_only nu50,1870,0.50214
vLLM lora_only nu50,1880,0.536256
vLLM lora_only nu50,1890,0.512669
vLLM lora_only nu50,1900,0.436568
vLLM lora_only nu50,1910,0.529471
vLLM lora_only nu50,1920,0.462237
vLLM lora_only nu50,1930,0.459382
vLLM lora_only nu50,1940,0.564189
vLLM lora_only nu50,1950,0.501764
vLLM lora_only nu50,1960,0.508906
vLLM lora_only nu50,1970,0.456424
vLLM lora_only nu50,1980,0.499265
vLLM lora_only nu50,1990,0.46074
vLLM lora_only nu50,2000,0.56255
vLLM lora_only nu50,2010,0.506713
vLLM lora_only nu50,2020,0.488103
vLLM lora_only nu50,2030,0.496803
vLLM lora_only nu50,2040,0.489425
vLLM lora_only nu50,2050,0.455857
vLLM lora_only nu50,2060,0.566087
vLLM lora_only nu50,2070,0.490218
vLLM lora_only nu50,2080,0.495884
vLLM lora_only nu50,2090,0.478814
vLLM lora_only nu50,2100,0.486816
vLLM lora_only nu50,2110,0.439384
vLLM lora_only nu50,2120,0.540487
vLLM lora_only nu50,2130,0.527855
vLLM lora_only nu50,2140,0.468561
vLLM lora_only nu50,2150,0.435572
vLLM lora_only nu50,2160,0.46138
vLLM lora_only nu50,2170,0.450427
vLLM lora_only nu50,2180,0.485998
vLLM lora_only nu50,2190,0.508821
vLLM lora_only nu50,2200,0.490077
vLLM lora_only nu50,2210,0.453663
vLLM lora_only nu50,2220,0.493705
vLLM lora_only nu50,2230,0.489062
vLLM lora_only nu50,2240,0.474864
vLLM lora_only nu50,2250,0.515671
vLLM lora_only nu50,2260,0.509022
vLLM lora_only nu50,2270,0.49153
vLLM lora_only nu50,2280,0.478787
vLLM lora_only nu50,2290,0.507919
vLLM lora_only nu50,2300,0.453772
vLLM lora_only nu50,2310,0.550694
vLLM lora_only nu50,2320,0.462951
vLLM lora_only nu50,2330,0.461135
vLLM lora_only nu50,2340,0.425182
vLLM lora_only nu50,2350,0.445842
vLLM lora_only nu50,2360,0.468922
vLLM lora_only nu50,2370,0.535914
vLLM lora_only nu50,2380,0.465248
vLLM lora_only nu50,2390,0.456082
vLLM lora_only nu50,2400,0.436461
vLLM lora_only nu50,2410,0.45918
vLLM lora_only nu50,2420,0.443074
vLLM lora_only nu50,2430,0.518517
vLLM lora_only nu50,2440,0.48356
vLLM lora_only nu50,2450,0.487291
vLLM lora_only nu50,2460,0.432245
vLLM lora_only nu50,2470,0.465184
vLLM lora_only nu50,2480,0.49264
vLLM lora_only nu50,2490,0.503021
vLLM lora_only nu50,2500,0.498056
vLLM lora_only nu50,2510,0.495063
vLLM lora_only nu50,2520,0.428038
vLLM lora_only nu50,2530,0.512323
vLLM lora_only nu50,2540,0.461069
vLLM lora_only nu50,2550,0.412013
vLLM lora_only nu50,2560,0.499663
vLLM lora_only nu50,2570,0.448395
vLLM lora_only nu50,2580,0.437636
vLLM lora_only nu50,2590,0.462431
vLLM lora_only nu50,2600,0.448306
vLLM lora_only nu50,2610,0.412958
vLLM lora_only nu50,2620,0.493957
vLLM lora_only nu50,2630,0.42844
vLLM lora_only nu50,2640,0.43703
vLLM lora_only nu50,2650,0.447501
vLLM lora_only nu50,2660,0.467665
vLLM lora_only nu50,2670,0.446241
vLLM lora_only nu50,2680,0.523256
vLLM lora_only nu50,2690,0.455467
vLLM lora_only nu50,2700,0.454375
vLLM lora_only nu50,2710,0.411096
vLLM lora_only nu50,2720,0.484881
vLLM lora_only nu50,2730,0.405716
vLLM lora_only nu50,2740,0.487429
vLLM lora_only nu50,2750,0.466422
vLLM lora_only nu50,2760,0.490282
vLLM lora_only nu50,2770,0.452163
vLLM lora_only nu50,2780,0.436403
vLLM lora_only nu50,2790,0.485663
vLLM lora_only nu50,2800,0.432067
vLLM lora_only nu50,2810,0.501799
vLLM lora_only nu50,2820,0.45585
vLLM lora_only nu50,2830,0.420684
vLLM lora_only nu50,2840,0.459575
vLLM lora_only nu50,2850,0.418092
vLLM lora_only nu50,2860,0.433066
vLLM lora_only nu50,2870,0.52078
vLLM lora_only nu50,2880,0.462241
vLLM lora_only nu50,2890,0.452978
vLLM lora_only nu50,2900,0.429893
vLLM lora_only nu50,2910,0.468175
vLLM lora_only nu50,2920,0.410636
vLLM lora_only nu50,2930,0.529348
vLLM lora_only nu50,2940,0.399726
vLLM lora_only nu50,2950,0.424933
vLLM lora_only nu50,2960,0.441942
vLLM lora_only nu50,2970,0.431483
vLLM lora_only nu50,2980,0.4433
vLLM lora_only nu50,2990,0.50806
vLLM lora_only nu50,3000,0.444723
vLLM lora_only nu50,3010,0.434033
vLLM lora_only nu50,3020,0.444211
vLLM lora_only nu50,3030,0.481118
vLLM lora_only nu50,3040,0.439109
vLLM lora_only nu50,3050,0.491504
vLLM lora_only nu50,3060,0.456606
vLLM lora_only nu50,3070,0.442549
vLLM lora_only nu50,3080,0.427751
vLLM lora_only nu50,3090,0.472196
vLLM lora_only nu50,3100,0.441552
vLLM lora_only nu50,3110,0.468381
vLLM lora_only nu50,3120,0.484769
vLLM lora_only nu50,3130,0.448579
vLLM lora_only nu50,3140,0.441582
vLLM lora_only nu50,3150,0.478688
vLLM lora_only nu50,3160,0.418985
vLLM lora_only nu50,3170,0.41638
vLLM lora_only nu50,3180,0.488187
vLLM lora_only nu50,3190,0.445224
vLLM lora_only nu50,3200,0.436039
vLLM lora_only nu50,3210,0.42323
vLLM lora_only nu50,3220,0.451683
vLLM lora_only nu50,3230,0.430234
vLLM lora_only nu50,3240,0.473751
vLLM lora_only nu50,3250,0.428144
vLLM lora_only nu50,3260,0.419572
vLLM lora_only nu50,3270,0.466997
vLLM lora_only nu50,3280,0.443186
vLLM lora_only nu50,3290,0.425955
vLLM lora_only nu50,3300,0.496207
vLLM lora_only nu50,3310,0.457606
vLLM lora_only nu50,3320,0.438547
vLLM lora_only nu50,3330,0.417932
vLLM lora_only nu50,3340,0.457581
vLLM lora_only nu50,3350,0.422703
vLLM lora_only nu50,3360,0.498536
vLLM lora_only nu50,3370,0.40408
vLLM lora_only nu50,3380,0.503538
vLLM lora_only nu50,3390,0.434181
vLLM lora_only nu50,3400,0.403077
vLLM lora_only nu50,3410,0.458713
vLLM lora_only nu50,3420,0.449877
vLLM lora_only nu50,3430,0.481575
vLLM lora_only nu50,3440,0.445044
vLLM lora_only nu50,3450,0.413244
vLLM lora_only nu50,3460,0.489128
vLLM lora_only nu50,3470,0.409886
vLLM lora_only nu50,3480,0.416138
vLLM lora_only nu50,3490,0.467345
vLLM lora_only nu50,3500,0.446029
vLLM lora_only nu50,3510,0.441645
vLLM lora_only nu50,3520,0.386717
vLLM lora_only nu50,3530,0.424401
vLLM lora_only nu50,3540,0.419793
vLLM lora_only nu50,3550,0.524996
vLLM lora_only nu50,3560,0.403506
vLLM lora_only nu50,3570,0.416589
vLLM lora_only nu50,3580,0.390129
vLLM lora_only nu50,3590,0.42838
vLLM lora_only nu50,3600,0.399059
vLLM lora_only nu50,3610,0.45735
vLLM lora_only nu50,3620,0.443478
vLLM lora_only nu50,3630,0.398668
vLLM lora_only nu50,3640,0.386594
vLLM lora_only nu50,3650,0.433568
vLLM lora_only nu50,3660,0.401125
vLLM lora_only nu50,3670,0.437429
vLLM lora_only nu50,3680,0.462727
vLLM lora_only nu50,3690,0.448733
vLLM lora_only nu50,3700,0.369513
vLLM lora_only nu50,3710,0.4268
vLLM lora_only nu50,3720,0.409435
vLLM lora_only nu50,3730,0.406313
vLLM lora_only nu50,3740,0.470948
vLLM lora_only nu50,3750,0.442286
vLLM lora_only nu50,3760,0.367246
vLLM lora_only nu50,3770,0.46661
vLLM lora_only nu50,3780,0.411812
vLLM lora_only nu50,3790,0.394725
vLLM lora_only nu50,3800,0.477438
vLLM lora_only nu50,3810,0.433102
vLLM lora_only nu50,3820,0.415695
vLLM lora_only nu50,3830,0.414066
vLLM lora_only nu50,3840,0.39246
vLLM lora_only nu50,3850,0.409802
vLLM lora_only nu50,3860,0.474479
vLLM lora_only nu50,3870,0.405564
vLLM lora_only nu50,3880,0.395301
vLLM lora_only nu50,3890,0.459089
vLLM lora_only nu50,3900,0.389272
vLLM lora_only nu50,3910,0.394312
vLLM lora_only nu50,3920,0.445819
vLLM lora_only nu50,3930,0.363554
vLLM lora_only nu50,3940,0.434871
vLLM lora_only nu50,3950,0.409121
vLLM lora_only nu50,3960,0.45008
vLLM lora_only nu50,3970,0.383691
vLLM lora_only nu50,3980,0.439089
vLLM lora_only nu50,3990,0.420013
vLLM lora_only nu50,4000,0.392151
vLLM lora_only nu50,4010,0.406857
vLLM lora_only nu50,4020,0.378494
vLLM lora_only nu50,4030,0.383696
vLLM lora_only nu50,4040,0.413671
vLLM lora_only nu50,4050,0.450049
vLLM lora_only nu50,4060,0.43421
vLLM lora_only nu50,4070,0.380692
vLLM lora_only nu50,4080,0.465736
vLLM lora_only nu50,4090,0.34677
vLLM lora_only nu50,4100,0.378075
vLLM lora_only nu50,4110,0.466117
vLLM lora_only nu50,4120,0.406153
vLLM lora_only nu50,4130,0.424857
vLLM lora_only nu50,4140,0.411848
vLLM lora_only nu50,4150,0.389746
vLLM lora_only nu50,4160,0.410736
vLLM lora_only nu50,4170,0.458359
vLLM lora_only nu50,4180,0.406088
vLLM lora_only nu50,4190,0.416699
